scope,model,n,mse,rmse,mae,r2,learner_seconds
equal_trial_tree_budget,CatBoost,300,0.022253226381937084,0.14917515336656129,0.12104305688510368,0.4004095327204812,47.42131599999266
equal_trial_tree_budget,GBR,300,0.02463189854536552,0.156945527318766,0.128962834628053,0.336318639584531,82.91043530002935
equal_trial_tree_budget,LightGBM,300,0.02420627357432311,0.15558365458595935,0.12761059614497086,0.3477866699228327,4.54365979997965
equal_trial_tree_budget,RandomForest,300,0.028276064229850077,0.16815488167118456,0.13701525713222534,0.23813031542414542,48.7917410999944
equal_trial_tree_budget,Ridge,300,0.03383166015275102,0.1839338472189146,0.14630971047449742,0.08844045480545326,0.25557009999465663
equal_trial_tree_budget,SVR,300,0.02730475248957223,0.16524149748042177,0.13330884775448418,0.26430131868594664,0.47108079997997265
equal_trial_tree_budget,XGBoost,300,0.023892509252368795,0.15457201962958494,0.12671514346958812,0.35624072926628736,12.067896899970947
