evaluation,rows,mse,rmse,mae,r2,bias_prediction_minus_y
retrospective_A_current,300,0.02752459815147832,0.16590538915743008,0.13441675619745266,0.5017127450730607,0.049903376575194655
retrospective_A_original_blend,300,0.030015997843671684,0.17325125639853722,0.14152855602188102,0.4566100806593324,0.05459983476474176
