feature,operation,selected_folds,mean_stable_score,std_stable_score,mean_importance,mean_abs_correlation,mean_temporal_drift,selection_rate
520X137,520,0,0.6569048528849828,0.11103955785296613,0.00036534521834054236,0.05207426321557266,0.0,0.0
310X168,310,0,0.6547250372557978,0.09819831583177699,0.0004293390223097427,0.13512605502679342,0.9467668242370102,0.0
330X674,330,0,0.6547137218766997,0.10032705099632026,0.00035340576197550515,0.20927237803202575,0.969597666579741,0.0
750X685,750,0,0.6538089050763768,0.10242880554955094,0.0004019708301371435,0.08379892541672342,0.4017870375178985,0.0
344X146,344,0,0.6533546887634107,0.10134392466453039,0.00042431655199908473,0.11862905886106952,0.8462921956175679,0.0
330X806,330,0,0.652825985369103,0.12434193587261147,0.00040414363982940954,0.12515867079418203,0.5916666666666669,0.0
311X199,311,0,0.6526733524337445,0.06795512002732923,0.000477217008022682,0.03554618142094537,0.1,0.0
750X337,750,0,0.6507671595872166,0.13266929127800667,0.00029705758502455553,0.1459326080490471,0.23965589339785015,0.0
750X307,750,0,0.6507407692836585,0.09616178131902259,0.00026549421892214464,0.17180696895554295,0.20163083868273782,0.0
344X139,344,0,0.6506770245691554,0.1541830729338697,0.0002946348951933793,0.11470606974385053,0.025829656109080883,0.0
344X222,344,0,0.6505549979538996,0.10716839235254333,0.00030399559567999594,0.10236301992863454,0.12677973612457066,0.0
750X885,750,0,0.6484669113180448,0.11510852727890925,0.00041553609686110945,0.1817298286271847,0.9437632135306553,0.0
440AX115,440A,0,0.6472223367581362,0.08930161360946307,0.00027229835557198454,0.12771948747526013,0.07401477832513717,0.0
210X180,210,0,0.646901031715705,0.030113403270302545,0.000493992728407751,0.01707023333465791,0.0,0.0
330X333,330,0,0.6468403837033548,0.08378358851632842,0.00032327732284346693,0.20145722911387015,0.937209705820772,0.0
210X9,210,0,0.645499523548899,0.035641077348145075,0.0004159456300411177,0.0833244074008819,0.8636363636363635,0.0
520X282,520,0,0.6453419946503629,0.19830248464443473,0.0002872757874096955,0.11091009746490063,0.0,0.0
344X262,344,0,0.6438712820955311,0.06738174904668803,0.00029290519884766,0.11181849600413507,0.2082597402597514,0.0
360X541,360,0,0.643515475735575,0.07894849405297087,0.0004365240457052485,0.035506089300292615,0.0,0.0
210X182,210,0,0.6434084829957967,0.049370845347540174,0.000534410850060731,0.01663308967682049,0.0,0.0
330X126,330,0,0.6429916480792787,0.19651679903476893,0.0003342119825270636,0.13758092403408756,0.41972069475391294,0.0
210X4,210,0,0.642954107863419,0.050101757077812,0.00038110093208499355,0.05261878905008225,0.1452471785184876,0.0
330X996,330,0,0.641920316117519,0.16055073501924688,0.0003194392912460061,0.11956813372678024,0.25999999999999657,0.0
330X697,330,0,0.6417453252301047,0.1593333674567659,0.0003651101576914857,0.21052024078487594,0.9014273990431649,0.0
344X35,344,0,0.6412993156461763,0.16383010334892859,0.00030257306234105494,0.09901995387632243,0.0330831881429252,0.0
340X8,340,0,0.6401669851291433,0.14822420289574065,0.00033341675340630176,0.08392533732270405,0.16666666666666666,0.0
210X95,210,0,0.6397271425568791,0.08528029412441804,0.0003873214567380642,0.06962390328232251,0.4000000000000048,0.0
310X113,310,0,0.639182806146702,0.1774541439275945,0.0003916820754882434,0.11607954899719382,0.6493583477607295,0.0
210X87,210,0,0.6383190707514916,0.07316878018545088,0.000385623985956658,0.07673992660959689,0.5866571538204031,0.0
520X48,520,0,0.6370653086665572,0.11324169869118215,0.00033216726616334654,0.12837712078539865,0.5,0.0
220X30,220,0,0.6363987714841992,0.06627824981015,0.00042311727610607386,0.03272090559500278,0.014888725698863708,0.0
344X263,344,0,0.636269329372542,0.09158421249920172,0.0003043459950430617,0.07459653677735724,0.02857142857143089,0.0
210X64,210,0,0.6356324129428478,0.09456443385200351,0.00027685624669995877,0.1328890511687526,0.1780821917808225,0.0
312X723,312,0,0.6355150159754317,0.06182605124592136,0.00034403533789559635,0.05761888878401168,0.15999999999999998,0.0
420X192,420,0,0.6334983940781561,0.07104965643125453,0.0004394903251174859,0.03994655306979036,0.1764550264550265,0.0
210X106,210,0,0.6333937894825157,0.06219595973021134,0.00040528599287603125,0.05961453245051115,0.3665923659713516,0.0
330X328,330,0,0.6327813554553666,0.09978605001470241,0.00038932059211012045,0.07383722749451299,0.5155769374411656,0.0
210X116,210,0,0.6326945585663754,0.15699809435902384,0.00029459970558400685,0.09431215739104573,0.07632240627165518,0.0
360X3,360,0,0.6324871584223066,0.1298283333296398,0.00029156256915913935,0.1038131419201549,0.08083475914758351,0.0
420X195,420,0,0.630794843522103,0.1509514943507368,0.000484427939785818,0.039989762382504936,0.1765567765567765,0.0
330X1189,330,0,0.630351600115941,0.2170633335231008,0.00029364383056613855,0.11252049092874235,0.2230769230769199,0.0
344X21,344,0,0.6290898299472413,0.11305224130111616,0.00032366168897922896,0.07287991193416875,0.02422669283406694,0.0
360X45,360,0,0.629015618061384,0.13174578727923877,0.00029588928905118563,0.14791142470804414,0.43090909090909424,0.0
210X222,210,0,0.6288651127244936,0.12013239538283577,0.0003792544703862985,0.04253852206918417,0.0,0.0
520X77,520,0,0.6283635325847848,0.16397315508084476,0.0003167241227321635,0.11811952732034145,0.31086981264760877,0.0
344X20,344,0,0.6274813521999351,0.21073795987082164,0.0003757701566661839,0.06571283238523165,0.0181818181818182,0.0
750X1138,750,0,0.6252350019105846,0.08671487469072678,0.0002899652801290211,0.07871061462747571,0.0,0.0
330X990,330,0,0.6251574064117353,0.1424274044411017,0.00032330170566026494,0.12044792925731403,0.25999999999999657,0.0
750X318,750,0,0.6250769331998547,0.10810252212912622,0.0002465018271210155,0.1598547525026485,0.13898446269399364,0.0
520X62,520,0,0.6248910966755827,0.1268263744141681,0.0003270752801342227,0.06698590953184769,0.0,0.0
360X69,360,0,0.6239408499936328,0.1907165649992161,0.0002686850482682054,0.11804747448276401,0.009900990099009337,0.0
310X101,310,0,0.6235850848490336,0.16327840109892244,0.0003618697181993522,0.11784727371431596,0.6222676635571645,0.0
344X56,344,0,0.6223601878576431,0.1909126453032612,0.0003893696844471838,0.0867693185842924,0.3107528083084072,0.0
344X231,344,0,0.6220703086346673,0.1195130113336085,0.00028049551847619933,0.13894912212014293,0.26666666666666666,0.0
330X970,330,0,0.6211328009668527,0.15398250298231364,0.0003044244027667766,0.1287470256402043,0.17643424536627475,0.0
340X134,340,0,0.6211249266557578,0.10871487125188306,0.00037270617831432055,0.053592733122507605,0.25,0.0
750X117,750,0,0.621058973162249,0.10789987568115328,0.0002905380574918811,0.0988106766378318,0.18110365204047998,0.0
310X103,310,0,0.6209702492561957,0.12450101429619019,0.00034453656539567195,0.11434410952526423,0.6182578862133951,0.0
220X172,220,0,0.6205334876085057,0.12743295167813573,0.00035879590271241564,0.0551628841883008,0.10398653509426754,0.0
312X155,312,0,0.6204896567213748,0.12464614525397304,0.0005008444630688723,0.08810978148549028,1.0,0.0
360X414,360,0,0.6191628525932182,0.10132335617506656,0.0002588759694679556,0.12303320338656223,0.0731827033634582,0.0
330X1,330,0,0.6188326254843524,0.1480749928204737,0.00030239797539586655,0.10535376726025489,0.16666666666666705,0.0
210X7,210,0,0.6182424010275651,0.08784137948454282,0.0004646940653781838,0.02694712128938536,0.10929784053934115,0.0
220X165,220,0,0.6181394785261801,0.0831292064321327,0.0004223525737184565,0.02533027564743856,0.02954972437147745,0.0
420X151,420,0,0.6178237346148651,0.06849801425126106,0.0005541747800747792,0.039295077053869566,0.8502347417840376,0.0
210X219,210,0,0.6170402145874627,0.08146708478210472,0.00034837097670265324,0.047972901872850596,0.09638524414882241,0.0
220X179,220,0,0.6164233855559801,0.1206838641384024,0.00039804401290801137,0.03135473228005166,0.0,0.0
ERROR:#N/A (#2),META,0,0.6159648452426442,0.07247679067966116,0.0003197016405931127,0.05315696292107739,0.0,0.0
330X953,330,0,0.6155903915485175,0.10178297320976498,0.00028704609798181825,0.11595981734760057,0.3090909090909035,0.0
220X171,220,0,0.6148103802616642,0.09532079269923813,0.0004213120969298336,0.030009115799276297,0.0233071929541114,0.0
330X49,330,0,0.6145910240302737,0.07169968977653622,0.0003034367313417727,0.12576156116037204,0.6924614691993065,0.0
340X6,340,0,0.6140108579239287,0.05547755950960383,0.00033432337378386,0.060638317405917797,0.16666666666666666,0.0
360X296,360,0,0.6132964609906466,0.14019140502343372,0.00029357364106334183,0.08878670363771163,0.0786155057935729,0.0
340X19,340,0,0.6131887891722296,0.03169731701612773,0.00028964814687754104,0.07752878177850377,0.17181372549019605,0.0
344X65,344,0,0.6129614061902942,0.20751107604595903,0.00027879169104429787,0.10636652654100032,0.0,0.0
420X21,420,0,0.6126022162781811,0.09975946180669686,0.0003392194950441428,0.0433543916280103,0.0,0.0
520X57,520,0,0.6122464657091725,0.1214114257338199,0.00030919785589129603,0.12446894801355339,0.5,0.0
520X237,520,0,0.61220481467329,0.07171642330377634,0.00024339720796897344,0.11930832130337957,0.0,0.0
420X12,420,0,0.6119831868551777,0.09511162293253118,0.00039205792289232166,0.0354554011004795,0.0,0.0
520X66,520,0,0.6119602598395109,0.1644927872653106,0.0002484216137534288,0.14023544083934197,0.0,0.0
360X477,360,0,0.6119368872405511,0.11914791231984743,0.0003127805782345158,0.0714325149949658,0.11156503963244395,0.0
360X1297,360,0,0.6119050968537747,0.056026152543662076,0.00024785372381793704,0.11502211516710878,0.005345578594603384,0.0
310X153,310,0,0.6113910956456106,0.076724281298762,0.0003336087932890283,0.06643194298066861,0.3602224506639614,0.0
440AX134,440A,0,0.6109129896029325,0.0862101028078088,0.00027919579167849553,0.10659008461596468,0.23523809523809192,0.0
360X381,360,0,0.6104520572605839,0.15812331268766228,0.0002850082999832983,0.1023953878856553,0.09377380650925708,0.0
310X105,310,0,0.6102408650228996,0.11333719433516203,0.00032918736964052516,0.11336540313996243,0.6304014509283694,0.0
344X138,344,0,0.6088880397401605,0.17303136045261996,0.0002554912094636665,0.1219375273060996,0.0,0.0
360X1321,360,0,0.6086358783456306,0.11132173226114302,0.000286381672140572,0.08498634730428423,0.0747744903353418,0.0
220X169,220,0,0.6085938038213559,0.16928030721723356,0.0003741903273769515,0.0521936474483962,0.15404194197069848,0.0
750X637,750,0,0.6085208526463222,0.12234554226452082,0.0002613400936701603,0.12859896663596176,0.24901735640671277,0.0
220X142,220,0,0.607996323466817,0.05961115757695888,0.0005090800391409925,0.00833259804346289,0.06372033738389236,0.0
310X27,310,0,0.6077862178939095,0.156415903617202,0.00034374771879091577,0.15154402907589082,0.9307776926059445,0.0
360X1356,360,0,0.6056226594045327,0.15186004060261077,0.00029190862374862774,0.1507490526690564,0.5164990697430578,0.0
420X72,420,0,0.605490576268239,0.06648446947581857,0.000319920554321767,0.05750811593772848,0.19809523809523827,0.0
420X216,420,0,0.6049424093392084,0.11323073098168353,0.0003059248227354301,0.08883369168782776,0.22651515151515406,0.0
312X153,312,0,0.6048541887938831,0.18663795791081114,0.0004795182250956845,0.08972112777233004,1.0,0.0
210X12,210,0,0.6027529078929774,0.08509873349982469,0.0004619246330147741,0.03318817267559797,0.12876513201108442,0.0
220X168,220,0,0.6026851411117174,0.043884392117165556,0.00035709442652213756,0.029953000266452368,0.02411441181280504,0.0
360X1201,360,0,0.6018119152792571,0.10310019737150528,0.0003102595051271598,0.057313809391155345,0.052380952380951876,0.0
750X100,750,0,0.6017500955292319,0.0854805961575818,0.0003868848080848731,0.024861976549303954,0.0,0.0
360X1050,360,0,0.601539151975446,0.05591688422293513,0.00034664478613645293,0.030415242158472234,0.009999999999999431,0.0
520X432,520,0,0.6014416323759957,0.12293304773106575,0.0002539715070944914,0.15184066103812424,0.27999999999999997,0.0
220X12,220,0,0.5999259845079854,0.1071293665173984,0.0003893244719985404,0.03213844415216777,0.16551587983554183,0.0
520X76,520,0,0.598102425490431,0.14132736801708715,0.0002769372593648468,0.12789227454634783,0.3887432795698923,0.0
360X582,360,0,0.5979255828702841,0.061421059588136255,0.000453170653534515,0.03362847156167324,0.5508770180148257,0.0
210X176,210,0,0.5969780630972576,0.17466682101622233,0.0002754522114086398,0.14535392812111708,0.3597472246633254,0.0
330X182,330,0,0.59674952449145,0.17400427806695695,0.000350349764989953,0.08912993943318648,0.3541877703955678,0.0
312X281,312,0,0.5966726328848361,0.09808042785631217,0.0002594168737070643,0.09275287416726127,0.05,0.0
750X348,750,0,0.5965910597280507,0.07777833102022906,0.00025811449236569454,0.12231224227202593,0.28788800507809836,0.0
330X973,330,0,0.5963434324068688,0.1251083901838537,0.00024892897359241365,0.12940228755526711,0.16666666666666824,0.0
312X124,312,0,0.5961789169234684,0.1079153033723625,0.00036392297604155533,0.034284723145247116,0.08897684498994107,0.0
311X51,311,0,0.5955134532400399,0.11250587566425976,0.00033342346645169233,0.08543673813078012,0.5719449582434288,0.0
220X197,220,0,0.5951884755843777,0.11100024003321521,0.00030650999348068607,0.06023366760128557,0.07480647935779829,0.0
210X185,210,0,0.5943037342863654,0.17772391331584708,0.00032875392858007187,0.08861976302098937,0.17867812104998637,0.0
520X82,520,0,0.5937631664854862,0.14299382426129725,0.0002902602986728151,0.11325825064645598,0.654563894523335,0.0
420X205,420,0,0.5937047498581023,0.1614025212225984,0.00025149360620282355,0.168497695622513,0.32761378523321544,0.0
520X42,520,0,0.5933123751543464,0.15600607439505879,0.0002611610713910578,0.11742803098276233,0.04056224899597964,0.0
360X401,360,0,0.59322888803974,0.0832104528606052,0.00037063888203800336,0.030587192357579583,0.0,0.0
310X179,310,0,0.5931796630392685,0.09604368369093431,0.00027490866107482485,0.15457286442452217,0.6670434949223989,0.0
520X332,520,0,0.5931328840332725,0.08041473645776996,0.00035282201907482096,0.08994709879670958,0.9372233400402414,0.0
312X90,312,0,0.592966087097474,0.09559560144916612,0.00027935514577830404,0.0972896898011268,0.26666666666666666,0.0
220X2,220,0,0.5921109996255117,0.1398634357560882,0.0004266721318150689,0.027909645258270395,0.16309188346173234,0.0
330X435,330,0,0.5920437455859162,0.17471121875588908,0.0002747593822808863,0.1517378864313402,0.3271856060701429,0.0
344X121,344,0,0.5917844860527322,0.10897016431228453,0.000342138606746505,0.04316219055956808,0.0,0.0
360X785,360,0,0.591730989682843,0.16141529652422099,0.0002586762964551735,0.09312035916240549,0.0,0.0
520X28,520,0,0.5902560183416126,0.18046406549420937,0.00021577934948994277,0.16258039865387255,0.0,0.0
330X236,330,0,0.5902267049509573,0.1497054529934659,0.00035191328405693556,0.10001619403609581,0.6168895066617373,0.0
520X21,520,0,0.5901566679403898,0.2498434218848905,0.0002373408458135977,0.14847719399666484,0.0,0.0
330X256,330,0,0.5896657067519073,0.13859742553012055,0.0003276239016247742,0.10021330833289026,0.6166419954458109,0.0
312X277,312,0,0.5896140619029422,0.13325846544654546,0.0002446585947724781,0.11051713896198948,0.0,0.0
330X355,330,0,0.5891090752768694,0.10459209740995333,0.0003249390884889073,0.09233322440650742,0.6527919627656619,0.0
750X1245,750,0,0.5885900048094637,0.17558176688670357,0.0003217480205716948,0.19118672097933614,0.9368671257709454,0.0
310X99,310,0,0.5884192571533909,0.12439823472939163,0.0002867846253177544,0.12022422820543925,0.6479310361083213,0.0
330X246,330,0,0.5878979982438289,0.21280821771673689,0.0004230775228859302,0.09984849658806325,0.6126942385847478,0.0
330X179,330,0,0.5877124805855658,0.07731904644552777,0.00028047769220730114,0.0947823693605033,0.4397958800964821,0.0
310X111,310,0,0.5862083704228996,0.05973485040698059,0.00028078800536310544,0.09857854419291867,0.4186215128217895,0.0
210X52,210,0,0.5844167944397928,0.0929857203974328,0.00031814452583392753,0.06445373605957391,0.4159810110484411,0.0
520X58,520,0,0.5841192204814674,0.20271375516367474,0.00024075078946519946,0.12898101990019833,0.0,0.0
330X43,330,0,0.5836680397646671,0.19468529481666505,0.0003492625439211609,0.1252179516951939,0.6863584182677998,0.0
310X31,310,0,0.5834896802293382,0.18920587351922943,0.00035080395991310897,0.18086590822496823,0.9576790778294239,0.0
750X1039,750,0,0.5832742869030006,0.1469407709337229,0.0003276537936618043,0.1202338237897969,1.0,0.0
344X44,344,0,0.5821903570948959,0.1548224544513394,0.00024641987624530266,0.11853517331959432,0.05581330932003117,0.0
312X716,312,0,0.5819101277898578,0.07674002478266943,0.0003078708426066638,0.05951717546507301,0.2969026251571546,0.0
360X263,360,0,0.5817085275441825,0.16139505563751722,0.0002917912329408174,0.07265887313445589,0.16200166476671912,0.0
750X595,750,0,0.5810779612759636,0.09334831021537317,0.0002735214803527352,0.10550826309627492,0.4852195061946468,0.0
220X167,220,0,0.5798312240749921,0.03205183024528569,0.00033621139285742237,0.024830417609812493,0.017856813062315346,0.0
340X185,340,0,0.5797256545685588,0.09956470259909403,0.00035909950173750054,0.02846820984243554,0.06610008083537249,0.0
520X31,520,0,0.5792164918208214,0.14350269619932554,0.0002753702875841958,0.16570658188335374,0.6,0.0
330X395,330,0,0.5789444342973649,0.1129622002352611,0.0002971305275264385,0.09454984637040321,0.47931925644736906,0.0
400X118,400,0,0.5783816028115587,0.12054174379120933,0.00030044489429570105,0.1057595113422403,0.8599999999999991,0.0
420X136,420,0,0.5782728314864348,0.1517858614827405,0.0002284645882466957,0.13107843672903974,0.0,0.0
220X55,220,0,0.5779548689516749,0.11786550779924977,0.0003260820426117685,0.08343458307387863,0.6965175718907284,0.0
750X1028,750,0,0.5778118340717767,0.12290811961690891,0.0003334037580081462,0.12104516235640847,1.0,0.0
344X145,344,0,0.5777476342289394,0.17277096471116615,0.00035095760424807773,0.13430923190533509,0.9780613556688579,0.0
310X107,310,0,0.5775982217355041,0.14869057919989012,0.0003216359427900111,0.097470900205326,0.6378277288808758,0.0
344X236,344,0,0.5773992215469479,0.02834675483273028,0.0002827609710244892,0.05885991742244358,0.13066297810240463,0.0
312X154,312,0,0.577239883128272,0.16541645291548945,0.00043609066360449984,0.08804633175123155,1.0,0.0
360X455,360,0,0.5769378845326104,0.15614857016671974,0.0002823318310405721,0.07511041061269029,0.04497528688394376,0.0
330X368,330,0,0.5768285757774623,0.10445926467615736,0.00031645831366117216,0.0812084052145216,0.614319177176847,0.0
220X28,220,0,0.5767886896288605,0.09472156803452197,0.0002910655103523649,0.05190156172423743,0.035556779830995186,0.0
340X138,340,0,0.5765631207134281,0.08989631479194346,0.0002427052754382728,0.11967973608727041,0.2,0.0
360X1313,360,0,0.576432612106934,0.1458910594835165,0.0002917344916924726,0.0582364686094153,0.12426065162908491,0.0
520X88,520,0,0.5762957432728497,0.1927434468577309,0.0002976954457853395,0.14067767458542216,0.5,0.0
312X711,312,0,0.5753287498130015,0.1651030812869002,0.0003152844382602878,0.05913030942064523,0.18527086560959835,0.0
520X283,520,0,0.5751063133165468,0.04029393910016215,0.00030614558350573377,0.1008505133005864,1.0,0.0
220X32,220,0,0.5734423679972231,0.062153682441556876,0.0004216700669811747,0.012076087317415203,0.14016487116233772,0.0
360X219,360,0,0.5732170248880512,0.14001102966980788,0.0003050801404547522,0.06727474164988478,0.2862245841953233,0.0
360X1267,360,0,0.5723759350859015,0.10803624789391404,0.00025316061954518506,0.16629060348543018,0.6968500783292122,0.0
310X29,310,0,0.5723246703972926,0.10499113379214232,0.0003120218176683237,0.10771560879308832,0.9646002726066574,0.0
330X895,330,0,0.5722344994094621,0.21486183354618696,0.00026763656805940954,0.11747024978454793,0.22909090909090465,0.0
310X115,310,0,0.5716719893318888,0.1771684444456205,0.00029657329617979413,0.1215499955228287,0.5519086460349348,0.0
210X210,210,0,0.5709118661643419,0.0810797478828197,0.00034629320519581153,0.0346584379177487,0.14229521519685454,0.0
312X770,312,0,0.5704241497898357,0.2123126982287665,0.00030037906509373024,0.05513859556893136,0.0,0.0
210X224,210,0,0.5702713030187236,0.18665734698442366,0.00034103517280984744,0.04253852206918417,0.0,0.0
312X776,312,0,0.5701105498695149,0.1053041449706059,0.0003255411518333311,0.033298316442984345,0.05636363636364089,0.0
360X1288,360,0,0.5700342830819254,0.07152005615602589,0.00040612799791689007,0.025450143533114623,0.29061565279150525,0.0
310X171,310,0,0.5695645589075002,0.10681667089108297,0.0002572098601117948,0.12774017598351217,0.5134110377755934,0.0
210X138,210,0,0.5694306457776079,0.15052283503530015,0.00030135200899054134,0.05549092152762232,0.0,0.0
310X4,310,0,0.5693524904446443,0.10375299313970084,0.0002624881260085105,0.12338004283667177,0.6158155568104272,0.0
330X315,330,0,0.5692160654394824,0.04874437628605709,0.00028576458758613506,0.06870863618079506,0.3878241665542677,0.0
340X109,340,0,0.5690719692175945,0.1398822371080286,0.0004334305866084811,0.053105055013437416,0.9124293672495689,0.0
340X41,340,0,0.5684524264424914,0.15946189588288728,0.0002814745987334108,0.06413832020165593,0.0,0.0
340X43,340,0,0.568269010317157,0.19520985381408265,0.0002724152073948961,0.07763203268042118,0.0,0.0
344X126,344,0,0.5678181123423768,0.14159102973454504,0.00027082282052133717,0.06243604127906023,0.0,0.0
750X653,750,0,0.5675606305539155,0.10108062136618699,0.0002641439892637152,0.12552794139128112,0.48078678543009873,0.0
360X392,360,0,0.5667168222795288,0.19175126416092067,0.00024380940845946823,0.11755035679692263,0.06330700691921595,0.0
330X31,330,0,0.5663707822132438,0.15253234168642282,0.00029744616009200246,0.06734870567994893,0.1001633488479738,0.0
750X58,750,0,0.5661920518871164,0.1305078761837969,0.00027539723952895465,0.06628755318048063,0.13750000000000012,0.0
400X132,400,0,0.5657623232709209,0.11275361177778394,0.00030145936440750397,0.0459689550066384,0.0,0.0
420X154,420,0,0.5657220209759245,0.10106584216188323,0.0003498293461954197,0.03523314220571871,0.06794258373205742,0.0
520X179,520,0,0.5648744253694109,0.19894713975640116,0.00025169934382251167,0.12419002541924233,0.13359763737272012,0.0
750X669,750,0,0.5646862594062853,0.16243917756380372,0.0002572596979242019,0.10274987844350725,0.23955711645629454,0.0
520X19,520,0,0.5644669468857471,0.1764310980745345,0.00021232126481885455,0.14956108543146285,0.0,0.0
420X16,420,0,0.564294994268246,0.14009061815697255,0.0003195649569375819,0.036519775736609215,0.0,0.0
312X421,312,0,0.5636377531524646,0.10736161982221794,0.0003590764834213526,0.025433522365791807,0.0,0.0
520X399,520,0,0.563515475735575,0.1690540704909331,0.00026023507521447955,0.07220664492642061,0.0,0.0
520X41,520,0,0.5633779136415743,0.21016855103929996,0.00024011200383143198,0.11928411834033333,0.0,0.0
330X897,330,0,0.5627533324302642,0.07742392175809856,0.00023290474513780685,0.11596881301739632,0.21999999999999886,0.0
520X308,520,0,0.5625296140619029,0.15441339756225325,0.0002484825877885028,0.08915386247200555,0.0,0.0
340X101,340,0,0.5614749713412304,0.19301599099122063,0.00026817188492135266,0.0716478603126861,0.0,0.0
210X96,210,0,0.561349777639006,0.1740480427871561,0.00031192260765350256,0.06041591339021295,0.1829227736139462,0.0
520X404,520,0,0.5612629376197,0.09278023437436146,0.00030711141599992184,0.05937945218548798,0.3875000000000013,0.0
360X274,360,0,0.5610218667030835,0.1421631743624885,0.00029630032452879294,0.06826216084628906,0.18611146507203088,0.0
750X621,750,0,0.56100997498313,0.1155817878897066,0.0004215079949812171,0.055550216493144164,0.9122910934345112,0.0
520X140,520,0,0.5603303223801991,0.17293195715078838,0.000285940706758511,0.1439688010457048,0.7430857142857142,0.0
312X187,312,0,0.5596560947649981,0.1369584961654362,0.0002377036717053041,0.09667137157550665,0.0,0.0
400X81,400,0,0.5596305512672479,0.11471563649410026,0.00024038172322579735,0.08781288790221173,0.029047619047618944,0.0
420X147,420,0,0.5590523500191058,0.034452567902004634,0.00024029901969067858,0.07844191052959673,0.0,0.0
344X124,344,0,0.5588765762323271,0.11965505899105644,0.0002839105592347839,0.04586749144808017,0.0,0.0
220X10,220,0,0.5588216508705761,0.14840688781685976,0.0003553749186003876,0.03845164506018398,0.28449944762971524,0.0
400X121,400,0,0.5588001528467711,0.10568823859524425,0.00025896600626532193,0.06452689963510685,0.0,0.0
330X415,330,0,0.5586879670334655,0.2051309957969936,0.0002503884192901383,0.11766229902608145,0.22029833389305592,0.0
340X108,340,0,0.5583724489919363,0.0738806325968104,0.0004673619322832012,0.03701093050845627,0.8080427483654665,0.0
360X896,360,0,0.5577067315627934,0.116155145165526,0.0003177535271518203,0.05099913849382108,0.290863453815261,0.0
330X485,330,0,0.5572500293200998,0.13354469913951947,0.000252294611337552,0.12887331054984028,0.5661968896244247,0.0
344X259,344,0,0.5561125814399319,0.1498790659753003,0.0002554166365491415,0.07597235982991032,0.04999999999999764,0.0
311X143,311,0,0.5539854795567443,0.1812508528260765,0.000398750226848971,0.018148096808960505,0.0,0.0
220X181,220,0,0.5538708444784104,0.16383561594421403,0.0003669484865570934,0.03135473228005163,0.0,0.0
360X1,360,0,0.5538708444784104,0.09824737249737618,0.0002544625279015837,0.06494752874316066,0.0,0.0
400X198,400,0,0.5538374166025477,0.132558398597824,0.0003025538018115386,0.08999618637523701,0.6200000000000304,0.0
ERROR:#N/A_24,META,0,0.5536186473060756,0.20192391092471934,0.0002618613990124546,0.07134441379490805,0.0,0.0
360X765,360,0,0.5534497714073721,0.20034664098929442,0.00023867183833583224,0.12328286204410899,0.13967796528471826,0.0
360X285,360,0,0.5532945277836359,0.09106920653884872,0.0002689080803658683,0.06777116459113809,0.14840865417895355,0.0
340X67,340,0,0.5531295376385174,0.04216194616026072,0.0002702371501559847,0.05018412299924831,0.0,0.0
220X183,220,0,0.5521436759648453,0.08776456240156788,0.0003092162718222657,0.030265052142049737,0.0,0.0
340X5,340,0,0.5513488727550631,0.1709714020265487,0.00029977297656617636,0.04970563870170052,0.0,0.0
312X717,312,0,0.5510396345964182,0.11822180493458179,0.0002931256021396956,0.05711733995422332,0.19867940665890996,0.0
330X335,330,0,0.5507217140639991,0.08136882992595723,0.00028858887301560495,0.08046492109553792,0.5059918170056552,0.0
330X1150,330,0,0.5507125555501247,0.18612159223383254,0.00030951194202115585,0.052507450492657856,0.2967230443974622,0.0
210X112,210,0,0.5505811071339017,0.10483794953269567,0.0002894433078583252,0.06676643127762213,0.4376507449265157,0.0
310X200,310,0,0.5503370870497786,0.06778579633615853,0.0002534608141863989,0.08527856468526583,0.2426455026455024,0.0
220X217,220,0,0.5500571940307444,0.10948078778139661,0.00025041818797138143,0.07115903604753054,0.041147353793698285,0.0
420X79,420,0,0.5491894975280698,0.10139771139007245,0.00025907707461710034,0.06970490343738181,0.1399999999999994,0.0
330X53,330,0,0.5490765429788939,0.1898041933689799,0.00024768835232917433,0.09792994041935275,0.0929394838073843,0.0
220X20,220,0,0.5489957887832962,0.030854101639888516,0.0004665209761312478,0.02434364171577397,1.0,0.0
520X61,520,0,0.5489510281968875,0.02193834033065375,0.00027377630801632196,0.04894097848538228,0.1,0.0
330X107,330,0,0.5489302714195117,0.15416316248602455,0.00024585694714235454,0.10239947410791901,0.13201316056066226,0.0
220X187,220,0,0.5487657623232709,0.09655475676413479,0.000368958458516335,0.009740374720569784,0.0,0.0
440AX112,440A,0,0.5481974648474812,0.1334488034073498,0.00022680634322802036,0.10297027942274287,0.028341173134619674,0.0
340X65,340,0,0.5478945357279328,0.145827556546776,0.0003032397244712718,0.033100129615955404,0.0,0.0
750X296,750,0,0.5478509193051657,0.09701994152840215,0.0002078376500562012,0.14101339011294123,0.032328807913245425,0.0
420X150,420,0,0.5477732936947933,0.05789317349026276,0.00031971222834571017,0.02020958302596783,0.03277511961722489,0.0
330X23,330,0,0.5475198537209405,0.23431025269001282,0.0002458861198333771,0.1298889719624518,0.30246204355159506,0.0
344X164,344,0,0.5474866831200911,0.04753226438891861,0.0002184100834898192,0.1013687374517442,0.008540005206819542,0.0
312X311,312,0,0.5473977837218188,0.2603214200378017,0.00035372494344737017,0.03970451213703132,0.0,0.0
750X133,750,0,0.5470340893747416,0.16804592274511454,0.00024353848641172103,0.08560024276185724,0.042317344581735764,0.0
