feature,operation,selected_folds,mean_stable_score,std_stable_score,mean_importance,mean_abs_correlation,mean_temporal_drift,selection_rate
210X168,210,4,0.7934628426720918,0.03863156386597595,0.000932046525759566,0.1127511293568169,0.47891211002026635,0.8
210X160,210,4,0.7926936349451048,0.07602739726039294,0.0005573916888105431,0.13843561943845595,0.22020525180048373,0.8
210X58,210,4,0.7847000382116927,0.12491909256991984,0.00043666751246742506,0.12941100828048988,0.0,0.8
344X87,344,3,0.8560947649980892,0.09167421120871684,0.0006105574160202652,0.1930099353350918,0.0,0.6
420X96,420,3,0.8446951049171212,0.04987402466410919,0.0005769547829418764,0.20536120850419576,0.16666666666666766,0.6
344X225,344,3,0.8420788733015729,0.08312528902254912,0.0005253442550409779,0.22022677901684345,0.043740058426269705,0.6
311X91,311,3,0.841798833106662,0.11208578967633605,0.0006162439471651075,0.1910507199814441,0.04646464646464626,0.6
340X13,340,3,0.8353324395305404,0.05315364239529805,0.0006427834497621046,0.2195339923925992,0.23809523809523808,0.6
360X14,360,3,0.8248452426442491,0.07030902875677292,0.0006091472044995179,0.10592856742166146,0.0,0.6
311X146,311,3,0.8239052350019105,0.07613775242731456,0.00044948028738735343,0.16596111255483684,0.0,0.6
520X33,520,3,0.8180059559093047,0.045712085624055085,0.0004726375298634925,0.17814732547986528,0.2645611788092367,0.6
420X118,420,3,0.8160947649980894,0.06058734354252054,0.0004891434759133459,0.13411729739150596,0.0,0.6
420X228,420,3,0.8133147199183824,0.024284121309989,0.001448947912188875,0.14767326139923878,0.6666666666666666,0.6
420X198,420,3,0.809702069507706,0.023858393025865152,0.0010709223750836588,0.20679677117058853,0.8125000000000041,0.6
210X94,210,3,0.8079451831742042,0.03912999550247704,0.0008403828030129019,0.1578787401579896,0.5,0.6
210X154,210,3,0.8070604688836406,0.10667708396535493,0.0005386757012906023,0.16087625479138165,0.07857749860292038,0.6
420X201,420,3,0.8046518569627661,0.024793204600096392,0.0009497234259055153,0.19139669468421083,0.7581730769230777,0.6
210X134,210,3,0.8045985158067153,0.026305973995793246,0.0011598223189281855,0.11267089928119838,0.47940978167442605,0.6
311X113,311,3,0.8032403515475736,0.06923806578837244,0.0008710576870553785,0.07268043668429923,0.0,0.6
311X111,311,3,0.8029270156667939,0.06717861527452171,0.0009625385956789458,0.06558868267841503,0.0,0.6
340X11,340,3,0.802598855056802,0.06523490906552774,0.0005443500824338584,0.20914486809593588,0.2878095238095238,0.6
311X209,311,3,0.8015464024706525,0.056638360949583674,0.001087112347507268,0.08786607831386616,0.2666666666666825,0.6
