scope,model,n,mse,rmse,mae,r2
strong_baseline,CatBoost,300,0.024743693167076416,0.157301281517591,0.12806571524721183,0.33330644762995754
strong_baseline,GBR,300,0.024808381216489164,0.15750676562131916,0.12869879118242247,0.33156349417641806
strong_baseline,LightGBM,300,0.026768935933432953,0.1636121509345591,0.13162864333383023,0.2787383487937437
strong_baseline,RandomForest,300,0.029567014811071886,0.17195061736170617,0.14041828974361756,0.20334696990181522
strong_baseline,Ridge,300,0.03214317381621424,0.17928517455778165,0.1440006794860206,0.13393499542365928
strong_baseline,SVR,300,0.02706562451963805,0.1645163351148999,0.13115499732181954,0.27074437771799864
strong_baseline,TemporalStacking,300,0.031027961657097473,0.17614755648914768,0.1372246837994067,0.16398324856790358
strong_baseline,XGBoost,300,0.023679397438315757,0.15388111462527088,0.12576886298445375,0.3619828095371539
