model,mse,rmse,mae,r2,low_cutoff_from_development,n_low,low_tail_mse,low_value_recall,median_pinball_loss
process_d3,0.044407669735136726,0.21073127374724598,0.1498690697193391,0.1702741369041305,2.5398564738636256,5,0.36953900117988614,0.0,0.07493453485966955
