model,params,fold,mse,rmse,mae,r2,n_features,time_sec,config_id
ET,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",5,0.02550461791987337,0.15970165284014243,0.10145030704691713,0.4628536194466315,499,5.27378829999725,27
ET,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",1,0.014106490605928964,0.1187707481071369,0.08998804573313926,0.6415985953967337,493,5.266741199997341,28
ET,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",2,0.012558003663746256,0.11206249891799779,0.0905525265137683,0.7195116303673932,499,5.1677314000007755,28
ET,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",3,0.014522283038185507,0.12050843554783004,0.09148120084540667,0.6732966155867947,499,5.197726500002318,28
ET,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",4,0.014182881850619606,0.11909190505915843,0.09158325392434126,0.6616405672377678,499,5.165760800002317,28
ET,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",5,0.025633828846054158,0.16010568024293878,0.10164305010970558,0.46013234043966866,499,5.201819999998406,28
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 300}",1,0.015202293733513617,0.12329758202622473,0.09450170382596179,0.6137576964044695,493,5.049390800002584,29
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 300}",2,0.012735222215334237,0.11285044180389475,0.09072628589364681,0.7155533784083603,499,5.058699300003354,29
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 300}",3,0.01531543824833087,0.12375555845428063,0.0953144159418659,0.6554532440702019,499,5.0412596999995,29
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 300}",4,0.014859686727784621,0.12190031471569145,0.09411434268801774,0.6454941086590225,499,5.177106899998762,29
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 300}",5,0.026066220320703604,0.16145036488253472,0.10333906062878351,0.451025851712029,499,5.062681399998837,29
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 500}",1,0.01524346641492783,0.12346443380556131,0.09507499288809498,0.6127116285154133,493,5.125217500000872,30
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 500}",2,0.012659706990723354,0.1125153633541809,0.09056728113006664,0.7172400431681974,499,5.140461699997104,30
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 500}",3,0.01536395514730148,0.12395142253036663,0.09529462099465315,0.6543617741509575,499,5.123929500001395,30
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 500}",4,0.014810883970969432,0.12169997522994584,0.09375881802475454,0.646658390593198,499,5.151200500000414,30
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 500}",5,0.02625132742377506,0.1620226139271153,0.10344909876066215,0.4471273573004708,499,5.116656600002898,30
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",1,0.015098377725737666,0.12287545615678366,0.09561883934336798,0.6163978741912829,493,5.214250199998787,31
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",2,0.013049858192748986,0.11423597591279634,0.09196907938612835,0.7085258496151017,499,5.039350000002742,31
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",3,0.015542488079845379,0.12466951543920181,0.09496413060228089,0.650345373070085,499,5.235704099999566,31
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",4,0.014947557108544767,0.12226020247220584,0.09455851956518702,0.6433977947713547,499,5.103452999999718,31
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",5,0.02602525695926941,0.1613234544611211,0.10445131849671944,0.45188857082426204,499,5.085863899999822,31
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",1,0.015126339877956713,0.12298918602038439,0.09577889558351524,0.6156874441551388,493,5.111841800000548,32
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",2,0.012899988425192879,0.11357811596074693,0.09165904234607283,0.711873254814575,499,5.166674000000057,32
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",3,0.01554480779176642,0.12467881853693683,0.09537521897427577,0.6502931872165607,499,5.123541799999657,32
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",4,0.014744437406438207,0.12142667502010507,0.09414500797380265,0.6482435988830634,499,5.103662699999404,32
ET,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",5,0.026254632966955738,0.1620328144758207,0.10497796393164753,0.4470577400820972,499,5.117297300002974,32
