feature,mean_importance,std_importance,min_importance,max_importance,selected_folds,stability,importance_cv
311X142,0.0009798939983477121,9.054893819257661e-05,0.0008585237216593744,0.0010896610101217303,5,1.0,0.09240687079709896
344X172,0.0009744241143921264,0.00020857633809950383,0.0006642527801670189,0.0011835657066019362,5,1.0,0.21405087867264946
344X110,0.0009710915810027235,0.0002421807491747047,0.0006699739810863831,0.0013344292388740447,5,1.0,0.2493902260745017
420X34,0.000965582689783113,0.00025409560616844554,0.0006684359087308914,0.0013456001896140336,5,1.0,0.26315261095076936
420X159,0.0009484410361629165,0.0001145716842151279,0.0008165082821294528,0.0011306938737831013,5,1.0,0.12080000730234913
210X135,0.0009367973334586105,0.00013718216442484848,0.0007467463230586902,0.001131553950787148,5,1.0,0.14643739833453748
210X159,0.000935848383029423,0.00024785156751835295,0.0007520235397307037,0.0013521771400730053,5,1.0,0.2648415830470254
311X210,0.0009267665008131981,0.00026461416257361086,0.0007310455517169942,0.0013569738349313084,5,1.0,0.2855240905404966
311X147,0.0009169836901806864,0.00025849609193492635,0.0005861449690083106,0.0012297614895678737,5,1.0,0.28189824357954824
210X215,0.0009160698561070999,0.0002546982758498692,0.0006166121184191701,0.001317802436857922,5,1.0,0.27803368255581823
220X3,0.0009140556371478607,0.00017975339274153032,0.0006617875458507246,0.0010953902288472397,5,1.0,0.19665476065085308
210X169,0.0009116170457447318,0.00016014583604532107,0.000657927327141493,0.0010752109728313184,5,1.0,0.1756722700800533
311X165,0.0009062540431500254,6.139557209543752e-05,0.0008247845936187726,0.0009784047315082444,5,1.0,0.0677465358546569
344X114,0.0009058064248972124,0.00010839107544430736,0.0007374770082795894,0.0010053212962338508,5,1.0,0.11966251546178278
520X246,0.0009000144123018306,0.00021595500202338435,0.0006098496048042235,0.0011199982722668335,5,1.0,0.23994615956329277
311X169,0.0008934967571988736,0.00016447126089037155,0.0007096836241617401,0.0010602133333585376,5,1.0,0.18407594586231696
344X1,0.0008884348787562078,0.00014883109148999623,0.0007490107472502844,0.0011349453168340616,5,1.0,0.1675205407635914
210X151,0.000883325111785923,0.00010572994852970631,0.0007498343625022772,0.00100676567959807,5,1.0,0.11969539527325807
420X92,0.0008731777680406035,0.00014811550138917986,0.0006521558068831514,0.0010368005219921644,5,1.0,0.16962811771069308
420X202,0.0008637963722453662,0.000230927450853654,0.0006251668373457057,0.0012066800650551125,5,1.0,0.26734014868114964
344X112,0.0008622464771480811,9.861112736751331e-05,0.0007083446981822143,0.0009474586056125067,5,1.0,0.11436535824339773
420X31,0.0008531764023775267,0.00015877665640781253,0.0005888495118220895,0.0009762343962245792,5,1.0,0.18610061855819351
210X36,0.0008499518231403035,0.00019329277789609744,0.0006389266729517961,0.0010646480875465345,5,1.0,0.22741615748822744
210X143,0.0008467555755900106,0.00020819820424330485,0.0006211520370553112,0.0010631777925335158,5,1.0,0.24587757081180941
