fold,n,mse,rmse,mae,mean_missing_rate,mean_zero_rate,mean_y,std_y
5,160,0.02097836340827395,0.14483909488903177,0.08834935704300366,0.006575037147102526,0.04100111441307578,2.8003089623003343,0.2185870924129499
1,160,0.011658478284088478,0.107974433474265,0.07898876894618546,0.00987184249628529,0.04134936849925706,2.844760225425468,0.1990151185515129
4,160,0.011273206984625524,0.10617535959263583,0.08140840873992967,0.007394595096582466,0.04075501485884101,2.8436260253982533,0.2053782871750933
3,160,0.010559008920468831,0.10275703830136809,0.08019198371338629,0.01035939821693908,0.040594817979197624,2.819437203120975,0.21149595268291604
2,160,0.009498519236521301,0.09746034699569513,0.07498893122977436,0.009200872956909361,0.040016716196136705,2.8566014451404533,0.21225811488810795
